50	90	63	62	45	66	78
75	75	75	75	75	75	45
15	16	16	16	23	48	71
9	34	34	34	34	34	34
11	29	31	65	73	83	94
2	18	37	45	81	81	81
32	32	32	34	88	47	24
7	18	42	54	75	75	75
69	32	62	76	19	33	23
88	88	88	88	88	88	50
93	98	98	98	98	98	98
20	46	46	46	46	46	46
17	17	17	17	17	17	27
92	92	92	68	14	9	65
20	94	56	59	91	67	26
76	79	79	79	93	94	96
32	33	57	35	10	35	96
49	21	92	34	97	46	68
50	50	50	50	50	50	83
58	58	58	7	74	17	24
11	11	11	11	11	11	43
76	76	76	76	76	76	95
26	7	88	32	3	12	50
78	59	82	9	39	63	7
30	30	30	54	87	98	33
18	45	45	45	45	45	45
88	88	88	88	88	88	92
52	52	52	1	42	14	59
50	50	50	47	50	41	17
72	72	72	72	72	72	84
24	24	24	97	32	84	19
15	71	52	28	51	87	41
61	61	61	61	61	61	12
22	22	22	22	22	22	84
33	41	6	6	7	40	42
35	53	58	67	69	69	69
13	13	13	13	13	13	95
65	71	63	12	48	82	9
83	83	83	83	83	83	78
17	17	17	17	17	17	27
11	11	11	63	79	62	46
20	21	65	85	10	39	49
51	51	51	51	51	51	83
4	10	10	15	93	93	93
42	1	75	42	40	78	61
97	97	97	97	97	97	86
29	40	8	64	83	1	20
2	100	100	100	100	100	100
30	30	30	30	30	30	94
61	100	64	86	40	33	17
92	94	44	31	59	84	21
61	61	61	33	3	40	22
86	86	86	86	86	86	19
17	4	43	88	92	55	87
5	5	5	5	5	5	46
93	93	93	93	93	93	67
31	38	59	62	77	78	93
39	39	39	39	39	39	44
55	55	55	55	55	55	54
28	97	32	46	93	79	74
79	79	79	16	91	15	38
23	23	23	23	23	23	37
60	60	60	79	26	98	84
23	23	23	23	23	23	7
14	14	14	14	14	14	25
50	50	50	50	50	50	100
57	98	67	65	25	34	47
37	57	57	57	57	57	57
24	24	24	24	24	24	13
85	85	85	85	85	85	81
58	58	58	58	58	58	75
92	92	92	50	65	31	55
90	90	90	90	90	90	99
44	44	44	44	44	44	30
54	54	54	54	54	54	89
84	4	40	48	60	72	53
13	15	28	33	64	76	86
22	15	11	30	82	19	48
80	9	53	68	98	34	79
38	41	43	45	19	59	19
36	54	1	78	26	59	20
4	4	4	40	11	37	52
89	89	89	3	48	100	28
1	1	1	1	1	1	96
47	81	81	81	81	81	81
98	98	98	98	98	98	92
2	12	33	55	70	72	79
57	57	57	57	57	57	91
100	100	100	86	16	36	100
18	18	18	18	18	18	22
69	69	69	69	69	69	10
12	19	42	62	75	75	75
100	1	75	2	33	30	47
12	12	12	12	12	12	56
28	5	14	87	92	91	81
56	56	56	37	22	74	84
1	81	21	61	39	28	40
80	43	74	72	92	53	79
3	87	17	90	66	11	25
74	39	32	8	12	80	88
1	1	1	1	1	1	47
99	99	99	35	96	62	50
89	90	59	98	89	78	83
58	58	58	58	58	58	21
8	15	21	35	47	50	94
53	85	85	85	85	85	85
79	79	79	1	61	76	93
34	34	34	34	34	34	28
7	15	15	50	50	72	94
17	18	32	53	62	69	95
32	32	32	32	32	32	31
5	5	5	5	5	5	65
7	21	24	27	42	46	56
8	10	20	34	46	59	85
98	18	20	90	72	84	59
37	37	37	51	66	32	88
58	75	2	100	78	18	24
15	15	15	15	15	15	1
12	13	13	13	31	77	93
52	22	68	23	14	77	56
6	6	6	81	7	56	45
4	4	4	4	4	4	14
29	37	67	74	75	80	91
8	45	32	90	15	76	87
43	4	83	98	3	2	99
16	16	16	16	16	16	9
60	83	85	82	42	36	24
76	55	93	19	30	99	91
71	71	71	71	71	71	26
95	55	30	68	26	70	24
86	57	77	40	62	7	33
9	9	9	9	9	9	78
23	10	44	97	32	11	48
74	74	74	74	74	74	74
72	72	72	72	72	72	59
63	98	65	37	66	99	13
40	46	74	81	87	87	96
9	15	26	37	62	92	98
75	33	21	75	32	42	15
7	8	45	3	51	88	34
63	7	76	46	88	45	29
25	25	25	25	25	25	95
52	66	11	75	18	18	14
28	28	28	28	28	28	100
10	28	28	60	68	75	87
44	44	44	44	44	44	63
42	79	57	64	72	43	17
47	47	47	47	47	47	65
45	51	72	88	89	94	100
90	31	69	66	11	7	12
28	45	53	54	56	72	95
59	59	59	59	59	59	74
76	89	64	20	87	49	9
2	97	78	79	43	66	80
18	54	76	7	31	82	8
89	89	89	89	89	89	100
4	18	57	58	77	79	87
49	74	33	20	88	39	25
60	60	60	60	60	60	64
3	13	16	30	47	80	92
39	39	39	39	39	39	25
18	18	18	18	18	18	27
24	14	76	74	14	13	100
7	36	92	70	2	67	46
13	5	78	48	65	32	87
41	41	41	41	41	41	44
33	20	32	73	46	95	29
65	75	75	75	75	75	75
47	77	77	77	77	77	77
13	17	49	49	49	72	90
4	7	12	16	53	79	80
32	68	68	68	68	68	68
49	49	49	49	49	49	73
20	20	20	20	20	20	17
57	61	32	7	5	30	83
32	92	1	55	70	76	58
22	22	22	22	22	22	65
10	11	20	28	48	68	71
25	31	31	31	76	77	96
56	28	95	39	70	75	45
96	14	71	28	54	74	60
14	44	44	44	46	50	74
36	36	36	36	36	36	57
57	57	57	57	57	57	88
55	55	55	55	55	55	66
72	72	72	72	72	72	44
76	76	76	50	13	13	55
39	39	39	39	39	39	94
96	96	96	43	57	82	93
77	77	77	80	71	68	34
5	5	5	37	70	76	55
81	81	81	77	73	96	8
26	26	26	26	26	26	39
21	31	38	43	58	59	63
71	50	59	60	90	57	13
7	36	38	74	75	92	100
65	88	55	100	43	90	84
16	16	16	16	16	16	27
20	20	20	20	20	20	92
7	21	28	30	33	93	96
17	48	75	74	42	53	79
36	36	36	36	36	36	37
24	24	24	24	24	24	4
39	39	39	5	4	65	26
90	10	22	37	48	71	20
9	11	36	70	73	96	98
30	85	10	87	1	75	92
6	37	11	88	62	36	46
69	69	69	69	69	69	2
23	82	82	82	82	82	82
1	1	1	1	1	1	52
15	15	15	15	15	15	31
5	6	16	20	40	61	71
62	13	1	48	66	39	5
60	60	60	86	84	21	36
61	61	61	61	61	61	6
43	43	43	43	43	43	69
58	6	38	80	40	49	36
23	23	23	23	23	23	75
31	31	31	99	14	90	52
79	20	42	5	37	96	88
8	8	8	8	8	8	76
85	85	85	54	63	62	45
2	15	23	31	40	62	96
13	13	13	13	13	13	70
3	11	16	18	56	56	70
95	6	29	1	34	78	44
64	64	64	74	28	4	19
7	14	33	46	56	64	92
54	54	54	54	54	54	62
19	2	92	40	13	65	35
8	44	98	69	56	6	55
29	35	42	43	43	43	95
90	77	25	14	70	31	30
26	56	60	66	77	91	99
4	4	4	13	39	49	88
83	19	73	50	92	69	38
25	25	25	97	98	34	83
56	56	56	56	56	56	83
86	75	20	54	100	21	97
35	55	64	72	76	86	96
58	71	24	2	69	74	76
25	8	87	74	98	36	7
15	35	45	50	62	79	82
91	91	91	23	57	1	72
76	76	76	76	76	76	51
41	41	41	91	75	11	2
94	94	94	94	94	94	11
67	67	67	67	67	67	7
74	74	74	74	74	74	1
65	65	65	65	65	65	16
68	35	16	70	50	80	46
29	9	21	100	11	25	92
6	58	67	78	95	97	97
8	54	54	54	54	54	54
94	68	34	55	83	28	53
14	14	14	14	14	14	45
51	51	51	51	75	81	98
99	99	99	6	3	63	25
31	79	78	66	100	2	94
75	75	75	75	75	75	24
82	82	82	82	82	82	58
38	38	38	27	13	98	53
28	39	48	56	59	67	94
2	71	13	62	15	75	100
35	35	35	59	16	27	34
4	4	4	4	4	4	82
89	95	6	7	84	91	79
1	5	40	43	45	49	92
32	4	14	1	33	64	92
9	9	9	72	38	87	26
62	13	44	41	40	79	40
5	26	26	26	26	26	26
68	68	68	82	67	61	48
42	42	42	42	42	42	14
9	9	9	9	9	9	18
42	36	3	21	41	67	50
3	14	25	48	50	55	73
21	21	21	21	21	21	84
3	25	25	25	25	25	25
10	17	17	17	19	22	80
24	24	24	24	24	24	26
37	37	37	37	37	37	65
70	70	41	91	53	35	14
13	13	13	71	68	17	62
63	63	63	64	46	35	44
24	2	10	91	18	82	31
69	69	69	69	69	69	62
23	66	66	66	66	66	66
36	14	72	71	79	36	65
40	40	40	40	40	40	69
25	26	29	33	38	39	49
2	19	32	65	89	92	93
25	25	25	86	73	39	42
2	2	2	2	2	2	66
5	14	20	32	44	81	82
13	74	68	93	52	98	85
1	16	21	24	67	78	91
98	98	98	98	98	98	24
38	74	74	74	74	74	74
2	22	46	50	57	82	92
37	37	37	37	37	37	86
27	92	16	98	75	26	3
44	44	44	21	7	29	9
59	59	59	59	59	59	2
57	95	27	63	17	49	88
34	34	34	34	34	34	10
29	29	29	32	40	73	96
72	72	72	72	72	72	38
45	63	30	38	41	62	15
31	31	31	31	31	31	34
17	35	39	77	77	77	83
84	58	54	60	34	75	22
59	59	59	59	59	59	24
56	56	56	56	56	56	71
90	26	6	11	41	48	39
57	57	57	57	57	57	94
81	81	81	81	81	81	59
93	29	35	29	81	2	39
77	97	44	26	90	33	93
88	82	33	66	84	76	43
20	50	50	50	52	66	77
9	27	31	55	76	85	85
17	17	17	17	17	17	30
22	22	22	22	22	22	56
10	52	59	76	80	85	88
71	84	84	15	67	3	27
14	14	14	14	14	14	61
2	15	30	55	76	89	93
26	26	26	47	66	75	94
21	28	37	59	96	96	96
76	76	76	100	85	92	92
12	71	71	71	71	71	71
42	42	42	42	42	42	64
75	77	50	77	80	74	6
1	1	1	1	1	1	92
42	42	42	42	42	42	78
64	64	64	64	64	64	52
5	8	49	49	49	52	87
71	77	81	18	26	80	39
3	24	28	42	74	92	93
3	3	3	3	3	3	40
11	26	45	54	56	92	92
54	68	68	68	68	68	68
7	14	32	33	49	71	75
62	67	19	96	35	9	70
27	27	27	27	27	27	63
45	24	21	37	15	50	32
51	1	45	64	28	24	98
6	13	24	35	42	68	98
71	70	20	77	95	87	75
91	91	91	80	33	91	45
38	44	16	69	27	98	79
22	41	54	59	78	84	86
1	11	92	22	36	49	18
9	13	30	36	37	71	86
4	12	14	36	55	77	99
88	88	88	62	9	16	58
48	84	75	91	57	100	30
13	13	13	21	37	38	42
18	37	42	78	78	78	91
96	60	85	99	40	47	81
41	41	41	80	51	39	86
64	44	52	40	59	94	35
11	89	89	89	89	89	89
18	71	24	82	82	22	10
16	72	72	72	72	72	72
40	40	40	40	40	40	41
34	80	7	77	47	8	99
79	79	79	79	79	79	28
9	43	43	43	65	77	92
33	33	33	33	33	33	43
3	41	41	41	41	41	41
13	13	13	75	65	45	32
3	10	52	73	76	76	76
24	28	33	34	49	52	97
76	76	76	94	43	40	46
68	68	3	82	20	52	42
27	27	27	27	27	27	30
43	99	41	37	69	41	57
87	54	33	48	22	35	8
19	19	19	19	19	19	30
50	53	53	53	53	53	53
71	71	71	71	71	71	53
19	72	8	34	45	83	11
3	3	3	48	67	21	69
71	71	71	71	71	71	17
34	34	34	34	34	34	44
47	47	47	47	47	47	83
7	7	7	23	37	43	33
4	23	40	44	64	64	78
25	37	55	60	72	88	89
10	24	26	46	65	72	93
48	8	2	11	8	23	89
16	77	77	77	77	77	77
67	96	96	96	96	96	96
90	13	84	16	76	77	64
19	24	29	30	34	42	88
40	40	40	1	14	83	2
92	92	92	92	92	92	76
93	93	93	59	46	48	29
7	39	45	52	67	84	91
25	25	25	82	43	23	39
8	37	62	81	81	87	89
96	96	5	32	10	91	24
3	96	96	96	96	96	96
3	3	3	3	3	3	3
45	45	45	45	45	45	32
6	18	21	32	66	76	96
4	74	81	78	57	100	48
32	50	1	49	86	8	64
34	34	34	34	34	34	90
74	8	70	30	34	63	19
40	97	44	74	87	92	27
12	64	61	10	19	52	20
35	35	35	35	35	35	96
26	3	96	40	88	97	53
48	6	81	18	49	11	2
87	87	87	87	87	87	41
24	31	42	44	59	71	90
17	29	39	42	66	71	91
12	13	36	57	74	85	93
3	18	30	78	83	92	100
38	2	36	92	61	73	99
70	92	92	92	92	92	92
42	42	42	42	42	42	100
75	75	75	75	75	75	4
62	5	15	7	96	43	28
45	45	45	45	45	45	75
17	79	79	79	79	79	79
25	47	47	47	47	47	47
85	85	85	85	85	85	24
73	73	73	9	36	6	60
65	65	65	65	65	65	60
79	79	79	67	28	64	52
90	90	90	90	90	90	40
98	98	98	98	98	98	69
20	20	20	20	20	20	47
6	6	6	38	72	16	69
8	9	37	40	43	61	68
92	17	15	85	14	45	32
1	11	68	75	85	89	99
9	45	55	90	90	90	100
37	78	15	75	43	10	3
64	23	79	94	81	39	49
10	10	10	10	10	10	40
84	84	84	24	40	27	70
26	26	26	26	26	26	17
14	14	14	63	43	94	85
26	26	26	42	47	96	91
64	90	93	2	34	70	98
76	76	76	76	76	76	87
63	63	63	63	63	63	95
22	45	50	66	71	90	97
23	16	48	29	14	53	12
15	68	92	50	15	69	57
53	16	51	56	3	84	61
2	8	21	50	54	94	97
10	57	57	57	57	57	57
66	66	66	66	66	66	48
38	69	79	97	29	70	63
85	85	85	89	79	14	56
41	41	43	48	57	82	95
21	21	21	45	30	98	82
78	76	67	97	9	100	77
38	38	38	38	38	38	60
94	100	100	100	100	100	100
27	37	14	38	7	83	54
14	39	61	61	61	79	82
67	67	67	67	67	67	63
1	66	66	66	66	66	66
1	72	57	89	58	54	45
5	8	34	66	83	84	90
2	5	90	26	89	99	65
10	11	55	68	71	86	90
3	27	44	52	52	87	88
74	19	1	65	11	61	79
17	27	33	50	50	50	68
80	80	80	80	80	80	5
84	84	84	84	84	84	30
95	86	11	69	38	12	3
3	94	13	30	71	99	34
84	54	50	71	74	84	17
4	15	17	21	50	54	75
27	99	51	65	80	12	69
18	25	25	75	80	78	68
71	71	71	71	71	71	9
46	46	46	57	78	86	97
76	91	51	66	56	21	42
33	81	43	10	37	54	1
24	31	35	40	53	53	82
41	41	41	12	11	38	62
38	38	38	38	38	38	22
98	81	92	36	68	91	63
24	24	24	24	24	24	53
54	32	67	64	82	34	95
12	12	12	15	86	96	98
20	20	20	46	44	22	84
66	66	66	66	66	66	97
22	49	61	61	61	65	69
57	57	57	57	57	57	38
51	51	51	47	80	60	56
49	49	49	49	49	49	90
62	96	79	66	36	71	96
4	14	39	49	76	76	76
15	24	46	59	84	86	92
46	77	77	77	77	77	77
61	61	61	61	61	61	14
43	86	98	81	91	47	25
93	93	93	93	93	93	73
45	45	45	90	28	36	3
70	70	70	62	73	9	41
47	47	47	3	30	77	14
91	31	77	60	49	21	5
91	91	91	95	60	56	78
48	48	48	79	87	99	50
15	15	15	1	74	4	93
12	63	12	14	47	1	60
97	97	97	97	97	97	43
16	20	32	39	48	80	86
35	19	1	93	33	40	60
15	15	15	15	15	15	81
10	41	48	50	72	83	95
31	38	70	88	17	86	2
2	3	18	19	37	79	97
11	12	44	58	84	84	84
96	100	27	2	82	32	7
46	46	26	6	73	98	42
45	50	93	57	59	53	87
8	74	65	59	51	82	43
89	45	72	75	30	85	69
23	23	23	4	15	18	9
52	3	71	75	78	75	6
64	64	64	64	64	64	42
89	89	89	1	16	2	21
25	70	68	41	39	19	12
56	60	19	34	98	13	47
63	59	24	35	67	32	60
7	7	7	7	7	7	47
63	63	63	97	5	99	76
2	2	16	71	100	6	18
35	35	35	35	35	35	86
66	100	75	54	50	35	15
81	86	7	31	45	71	5
95	95	95	95	95	95	33
77	100	2	70	62	62	30
89	89	89	89	89	89	55
71	29	90	63	99	69	17
85	85	85	85	85	85	38
95	75	20	1	71	46	25
46	46	46	46	46	46	60
28	19	95	95	12	18	74
1	19	19	19	22	39	91
1	77	66	33	11	40	80
51	51	51	51	51	51	58
31	31	31	31	31	31	35
41	41	41	41	41	41	47
83	83	83	45	61	66	24
20	26	30	32	50	89	95
52	52	52	52	52	52	46
53	56	23	14	56	29	85
48	48	48	40	60	32	9
44	44	44	44	44	44	23
54	87	25	93	95	8	33
6	34	51	58	76	86	98
86	86	86	35	85	48	92
29	29	29	29	29	29	90
95	95	95	46	40	45	10
81	81	81	81	81	81	85
62	62	62	62	62	62	25
10	19	41	50	70	76	99
3	5	31	68	68	68	83
69	69	69	69	69	69	50
63	62	71	22	72	87	86
98	69	11	41	6	27	93
63	54	92	78	22	23	10
66	66	66	66	66	66	68
26	26	26	28	63	82	85
72	72	72	72	72	72	83
85	85	85	85	85	85	98
29	29	29	29	29	29	64
10	10	10	10	10	10	32
3	99	97	49	41	13	76
22	22	22	22	22	22	8
69	69	69	69	69	69	37
7	7	7	7	7	7	47
83	83	83	83	83	83	54
2	20	54	78	85	86	90
89	88	66	65	88	3	1
13	19	20	59	62	90	90
45	70	87	92	65	92	94
95	31	18	31	15	8	81
36	44	92	41	89	90	66
62	62	62	15	95	77	46
30	52	52	52	52	52	52
56	56	56	56	56	56	76
55	94	4	14	43	3	22
86	93	9	77	60	62	65
2	4	12	57	63	97	100
9	33	40	42	55	75	99
49	69	18	98	16	20	86
11	11	11	11	11	11	44
60	99	24	36	81	19	37
95	69	17	68	43	73	79
36	51	92	6	55	13	67
59	59	59	59	59	59	95
60	60	60	60	60	60	3
7	7	7	7	7	7	45
24	24	32	32	32	65	96
5	15	22	32	58	59	98
59	63	63	63	63	63	63
18	18	18	34	82	69	96
61	61	61	61	61	61	58
85	62	89	13	41	96	64
29	29	29	29	29	29	72
22	35	49	54	80	93	96
3	14	14	14	14	14	14
71	71	71	71	71	71	57
4	28	33	47	48	72	80
24	35	37	88	88	88	95
77	77	77	77	77	77	5
18	25	31	31	31	64	98
63	63	63	15	3	46	100
15	20	20	20	31	42	58
35	72	38	72	66	42	72
10	10	10	19	79	58	42
33	33	33	33	33	33	42
15	26	54	67	96	96	96
40	40	40	40	40	40	48
35	35	35	35	35	35	51
19	31	45	54	66	74	97
3	52	33	23	55	8	18
80	60	36	58	15	90	7
11	21	22	30	41	94	96
75	75	75	75	75	75	47
87	10	27	70	86	63	16
29	54	35	54	79	83	80
41	41	41	84	90	64	17
13	13	13	13	13	13	3
22	22	22	22	22	22	67
65	65	65	65	65	65	63
89	89	89	89	89	89	93
1	38	43	51	51	87	92
89	89	89	89	89	89	99
47	47	47	47	47	47	48
4	12	13	69	84	93	100
19	38	75	37	19	32	21
25	15	27	18	63	56	34
53	57	57	57	72	89	96
33	29	68	94	30	54	98
10	10	10	10	10	10	35
22	22	22	22	22	22	74
50	50	50	50	50	50	47
28	28	28	50	44	57	60
67	97	77	32	34	80	80
6	6	6	6	6	6	16
84	94	94	94	94	94	94
57	57	57	57	57	57	84
18	36	38	41	45	79	80
55	55	55	55	55	55	100
23	23	23	51	89	1	81
23	23	23	41	33	80	64
49	49	49	31	4	52	80
26	26	26	8	31	28	80
71	98	40	98	78	71	62
20	29	36	61	80	97	97
2	11	14	39	46	50	97
51	51	51	51	51	51	12
34	34	34	44	61	30	38
3	3	3	3	3	3	4
2	8	12	57	59	75	97
63	64	23	80	22	20	29
9	9	9	9	9	9	48
39	24	79	40	31	99	49
68	93	93	93	93	93	93
82	30	83	92	12	9	15
71	54	96	8	4	75	71
16	39	67	39	64	97	67
15	93	44	23	49	5	58
79	79	79	79	79	79	23
1	1	1	53	25	88	87
13	23	64	64	80	92	100
63	35	35	15	39	78	39
20	21	50	59	66	66	80
90	90	90	83	48	27	93
20	54	69	75	92	94	94
17	64	64	64	64	64	64
58	58	58	58	58	58	87
62	38	31	80	86	22	17
8	8	8	8	8	8	37
16	32	32	32	32	51	87
87	87	87	41	55	87	71
28	28	28	28	28	28	14
41	25	80	2	79	18	99
6	6	6	6	6	6	67
10	71	99	71	90	28	49
61	61	61	61	61	61	41
11	73	41	26	42	63	10
27	27	27	27	27	27	7
58	58	58	58	58	58	54
47	59	44	87	62	79	43
6	6	6	6	6	6	18
16	22	87	97	60	32	35
32	32	32	32	32	32	88
85	85	85	76	4	22	94
55	55	55	42	31	81	11
28	28	28	28	28	28	41
20	64	63	23	90	71	92
82	82	82	79	49	83	12
61	50	9	47	18	36	6
7	7	7	7	7	7	90
64	64	64	64	64	64	59
59	59	59	59	59	59	21
71	91	40	36	54	25	64
55	55	55	55	55	55	99
48	48	48	48	48	48	60
40	24	69	65	89	43	30
27	36	37	44	66	93	94
6	6	6	6	6	6	86
61	61	61	48	80	7	80
15	86	31	4	29	80	58
21	21	21	21	21	21	58
2	73	12	22	86	78	36
92	94	3	2	79	51	95
26	85	85	85	85	85	85
13	13	13	13	13	13	90
32	32	32	35	45	84	99
28	30	34	48	68	95	96
37	37	37	37	37	37	83
1	10	33	50	52	52	54
34	83	94	97	73	87	22
39	39	39	39	39	39	24
38	49	49	49	70	70	72
98	45	100	83	86	64	9
86	62	51	93	30	79	40
83	83	83	83	83	83	71
95	7	46	15	20	50	38
57	72	72	72	72	72	72
50	70	100	49	2	15	35
100	86	1	79	59	19	67
3	100	8	81	13	52	100
3	3	3	9	77	24	62
1	13	14	29	32	66	73
2	2	2	2	2	2	84
70	100	57	43	24	21	23
5	22	50	68	76	84	97
57	66	53	63	43	58	39
3	3	3	3	3	3	68
46	46	46	21	51	94	39
1	11	13	29	47	64	74
89	89	89	22	7	5	3
31	16	18	88	41	89	36
10	29	44	51	62	76	97
7	26	38	38	48	67	88
63	71	71	74	69	93	60
92	91	9	7	74	54	30
72	48	40	75	66	94	17
25	50	67	80	100	100	100
79	79	79	79	79	79	76
76	89	76	88	74	37	27
7	48	48	48	48	48	48
71	96	60	68	82	96	90
52	8	58	35	69	51	26
52	52	52	52	52	52	28
12	34	34	34	42	55	67
57	79	44	72	79	16	73
93	47	33	86	24	17	88
10	10	10	10	10	10	66
59	64	64	64	89	91	97
22	22	22	22	22	22	17
73	94	27	60	8	63	41
10	21	52	71	71	71	79
32	47	53	65	70	79	92
15	47	45	22	22	16	97
44	80	80	2	63	21	43
46	40	78	57	88	10	56
64	64	64	26	17	34	40
20	34	63	66	67	88	92
6	3	1	33	57	67	60
8	8	8	8	8	8	2
80	46	76	61	23	49	1
46	74	74	74	74	74	74
75	75	75	75	75	75	68
70	69	77	70	69	66	65
12	13	49	79	82	85	100
16	39	45	51	61	69	90
65	65	65	94	10	57	78
81	43	87	48	35	63	78
46	83	24	78	49	91	31
61	61	61	61	61	61	7
71	71	71	71	71	71	16
1	89	89	89	89	89	89
14	88	88	88	88	88	88
41	83	83	83	83	83	83
94	94	94	96	43	20	36
13	13	13	13	13	13	78
17	17	17	17	17	17	11
14	49	56	60	76	77	89
22	48	60	60	60	61	68
